id,名称,职业,简体中文名,别名,性别,生日,血型,身高,星座,出身地区,所属公司,引用来源,个人状态,官网,FanClub,Twitter,Facebook
1,水樹奈々,[\"声优\"\, \"音乐人\"],水树奈奈,[\"近藤奈々 (こんどう なな)\"\, \"みずき なな\"\, \"Mizuki Nana\"\, \"奈々ちゃん、奈々さん、奈々様、お奈々、ヘッド\"],女,1980年1月21日,O型,153cm,水瓶座,爱媛县 新居滨市,StarCrew(事务所) / KING AMUSEMENT CREATIVE(唱片公司),zh.moegirl.org.cn,已婚,https://www.mizukinana.jp,https://fanclub.mizukinana.jp,https://twitter.com/NM_NANAPARTY,
2,遠藤明範,制作人员,远藤明范,[\"遠藤明吾\"\, \"远藤明吾\"\, \"遠藤明範\"\, \"えんどう あきのり\"\, \"Endou Akinori\"],男,1959年,,,,,,,,,,,
3,和田薫,制作人员 音乐人,和田薰（音乐人）,[\"わだ かおる\"\, \"Wada Kaoru\"],男,1962-05-05,,,,,,,,,,,
4,新井浩一,制作人员,新井浩一,[\"あらい こういち\"\, \"Arai Kouichi\"],男,1961年,,,,,,,,,,,
5,広川二三男,制作人员,广川二三男,[\"広川二三男\"\, \"Hirokawa Fumio\"],男,,,,,,,,,,,,
6,竹之内和久,制作人员,竹之内和久,[\"竹ノ内和久\"\, \"竹之内和之\"\, \"たけのうち　かずひさ\"\, \"Takenouchi Kazuhisa\"],男,,,,,,,,,,,,
7,熊谷哲矢,制作人员,熊谷哲矢,[\"熊谷哲也\"\, \"熊谷哲矢\"\, \"Kumagai Tetsuya\"],男,,,,,,,,,,,,
8,渡辺英俊,制作人员,渡边英俊,[\"渡邊英俊\"\, \"渡辺英俊\"\, \"Watanabe Hidetoshi\"],男,,,,,,,,,,,,
9,森岡浩之,制作人员  作家,森冈浩之,[\"もりおか ひろゆき\"\, \"Morioka Hiroyuki\"],男,1962-03-02,,,,,,,,,,,
10,長岡康史,制作人员,长冈康史,[\"長岡康史\"\, \"ながおか やすちか\"\, \"Nagaoka Yasuchika\"],男,1959年,,,,,,,,,,,
11,赤井孝美,制作人员,赤井孝美,[\"あかい たかみ\"\, \"Akai Takami\"],男,1961-11-21,,,,,,,,,,,
12,渡部圭祐,制作人员,渡部圭祐,[\"渡部至祐\"\, \"渡部圭祐\"\, \"わたべ けいすけ\"\, \"Watabe Keisuke\"],男,1969年,,,,,,,,,,,
13,吉永亜矢,制作人员,吉永亚矢,[\"吉永 亜矢\"\, \"よしなが あや\"\, \"Yoshinaga Aya\"],女,,,,,,,,,,,,
14,服部克久,制作人员 音乐人,服部克久,[\"服部 克久\"\, \"はっとり かつひさ\"\, \"Hattori Katsuhisa\"],男,1936年11月1日,,,,,,,,,,,
15,白井久男,制作人员,白井久男,[\"しらい ひさお\"\, \"Shirai Hisao\"],男,1946-12-12,,,,,,,,,,,
16,ビースタック,制作人员,BeSTACK,[\"ビースタック\"\, \"Bestack\"],,,,,,,,,,,,,
17,小林克良,制作人员,小林克良,[\"小林克良\"\, \"こばやし かつよし\"\, \"Kobayashi Katsuyoshi\"],男,1958-11-20,,,,,,,,,,,
18,木村真一郎,制作人员,木村真一郎,[\"村木一真 / むらきかずま / Muraki Kazuma\"\, \"村木一真\"\, \"木村真一郎\"\, \"きむらしんいちろう\"\, \"Kimura Shin`ichirou\"\, \"キムシン\"],男,10月4日,,,,,,,,,,,
19,大久保智康,制作人员,大久保智康,[\"おおくぼ ともやす\"\, \"Ookubo Tomoyasu\"],男,,,,,,,,,,,,
20,水上清資,制作人员,水上清资,[\"みなかみ せいし\"\, \"Minakami Seishi\"],男,1967年,,,,,,,,,,,
21,堀井明子,制作人员,堀井明子,[\"堀井明子\"\, \"ほりい あきこ\"\, \"Horii Akiko\"],女,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,
23,光宗信吉,音乐人,光宗信吉,[\"みつむね しんきち\"\, \"Mitsumune Shinkichi\"],男,1963-10-08,,,,,,,,,,,
24,こげどんぼ*,漫画家 制作人员,小夏钝帆,[\"こげどんぼ\"\, \"コゲどんぼ\"\, \"Koge-Donbo\"],女,1976-02-27,,,,,,,,,,,
25,川嶋恵子,制作人员,川嶋惠子,[\"川岛惠子\"\, \"かわしま けいこ\"\, \"Kawashima Keiko\"],女,,,,,,,,,,,,
26,山田靖智,制作人员,山田靖智,[\"やまだやすのり\"\, \"山田靖智\"\, \"やまだ やすのり\"\, \"Yamada Yasunori\"],男,,,,,,,,,,,,
27,TBS,制作人员,TBS,[\"TOKYO BROADCASTING SYSTEM TELEVISION\, INC.\"\, \"株式会社TBSテレビ\"],,1955年4月1日,,,,,,wiki,,,,,
28,桜井弘明,制作人员,樱井弘明,[\"桜井弘明\"\, \"さくらい ひろあき\"\, \"Sakurai Hiroaki\"],男,1958-12-15,,,,,,,,,,,
29,鶴岡陽太,制作人员,鹤冈阳太,[\"鶴岡 陽太\"\, \"つるおか ようた\"\, \"Tsuruoka Youta\"],男,1959年4月28日,,,,,,,,,,,
30,萩原一至,漫画家,萩原一至,[\"萩原一至\"\, \"Hagiwara Kazushi\"],男,,,,,,,,,,,,
31,秋山勝仁,制作人员,秋山胜仁,[\"秋山勝仁\"\, \"あきやま　かつひと\"\, \"Akiyama Katsuhito\"],男,1950-01-29,,,,,,http://www.aicasia.com/about/talent_akiyama.html,,,,,
32,田中公平,制作人员 音乐人,田中公平,[\"田中公平\"\, \"たなか こうへい\"\, \"Tanaka Kouhei\"],男,1954-02-14,,,,,,,,,,,
33,北爪宏幸,制作人员,北爪宏幸,[\"北爪宏幸\"\, \"Kitazume Hiroyuki\"],男,1961-07-24,,,,,,http://www.aicasia.com/about/talent_kitatume.html,,,,,
34,ブロッコリー,制作人员,Broccoli,[\"Broccoli Co.\,Ltd.\"\, \"株式会社ブロッコリー\"\, \"花椰菜\"],,1994年3月25日,,,,,,,,,,,
35,テレビ東京ミュージック,制作人员,东京电视台音乐,[\"TV TOKYO Music\, Inc.\"\, \"株式会社テレビ東京ミュージック\"\, \"テレビとうきょうミュージック\"\, \"TV Tokyo Music\"],,1969年8月25日,,,,,,,,https://www.ttmnet.co.jp/,,,
36,阿部恒,制作人员,阿部恒,[\"あべ ひさし\"\, \"Abe Hisashi\"],男,1963年,,,,,,,,,,,
37,相馬和彦,制作人员,相马和彦,[\"相馬和彦\"\, \"Souma Kazuhiko\"],男,,,,,,,,,,,,
38,たなかかずや,制作人员,田中一也,[\"たなかかずや\"\, \"Tanaka Kazuya\"],男,1963-02-15,,,,,,,,,,,
39,CLAMP,漫画家 制作人员,,クランプ,,,,,,,,,,,,,
40,浅香守生,制作人员,浅香守生,[\"浅香守生\"\, \"あさか もりお\"\, \"Asaka Morio\"],男,1967-03-11,,,,,,,,,,,
41,ビクターエンタテインメント,制作人员,VICTOR ENTERTAIMENT,[\"JVCKENWOOD Victor Entertainment Corp.\"\, \"株式会社JVCケンウッド・ ビクターエンタテインメント\"],,,,,,,,,,,,,
42,三間雅文,制作人员,三间雅文,[\"三間 雅文\"\, \"みま まさふみ\"\, \"Mima Masafumi\"],男,1962-05-20,,,,,テクノサウンド,Wikipedia,,,,,
43,出渕裕,漫画家 制作人员   绘师,出渊裕,[\"いずぶち ゆたか\"\, \"出渕裕\"\, \"いづぶち ゆたか\"\, \"Izubuchi Yutaka\"],男,1958-12-08,,,,,,,,,,,
44,BONES,制作人员,骨头社,[\"Bones\"\, \"bones inc.\"\, \"ボンズ\"\, \"株式会社ボンズ\"],,,,,,,,,,http://www.bones.co.jp/,,,
45,橋本一子,声优   制作人员 音乐人,桥本一子,[\"はしもと いちこ\"\, \"Hashimoto Ichiko\"],女,1952-07-01,,,,,,,,,,,
46,山田章博,漫画家 制作人员   绘师,山田章博,[\"やまだあきひろ\"\, \"Yamada Akihiro\"],男,1957-02-10,O,,,,,,,,,,
47,Key,制作人员,Key,[\"键社\"\, \"ビジュアルアーツ/Key\"\, \"Visual Art`s/Key\"],,1998年7月21日,,,,,,wikipedia,,,,,
48,大西陽一,制作人员,大西阳一,[\"大西陽一\"\, \"Oonishi Youichi\"],男,,,,,,,,,,,,
